symbol,name,market,exchange
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,us,NASDAQ
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,us,NASDAQ
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,us,NASDAQ
DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,us,NASDAQ
DH,Definitive Healthcare Corp. - Class A Common Stock,us,NASDAQ
DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,us,NASDAQ
DHCNI,Diversified Healthcare Trust  - 5.625% Senior Notes due 2042,us,NASDAQ
DHCNL,Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046,us,NASDAQ
DIBS,"1stdibs.com, Inc. - Common Stock",us,NASDAQ
DIME,CoinShares Altcoins ETF,us,NASDAQ
DINE,Simplify Tax Aware Diversified Income Strategy ETF,us,NASDAQ
DIOD,Diodes Incorporated - Common Stock,us,NASDAQ
DIVD,Altrius Global Dividend ETF,us,NASDAQ
DJCO,Daily Journal Corp. (S.C.) - Common Stock,us,NASDAQ
DJT,Trump Media & Technology Group Corp. - Common Stock,us,NASDAQ
DJTWW,Trump Media & Technology Group Corp. - Warrants,us,NASDAQ
DKI,DarkIris Inc. - Class A Ordinary Shares,us,NASDAQ
DKNG,DraftKings Inc. - Class A Common Stock,us,NASDAQ
DKNX,Defiance Daily Target 2X Long DKNG ETF,us,NASDAQ
DLHC,DLH Holdings Corp. - Common Stock,us,NASDAQ
DLLL,GraniteShares 2x Long DELL Daily ETF,us,NASDAQ
DLO,DLocal Limited - Class A Common Shares,us,NASDAQ
DLPN,"Dolphin Entertainment, Inc. - Common Stock",us,NASDAQ
DLTH,Duluth Holdings Inc. - Class B Common Stock,us,NASDAQ
DLTR,"Dollar Tree, Inc. - Common Stock",us,NASDAQ
DLXY,Delixy Holdings Limited - Class A Ordinary Shares,us,NASDAQ
DMAA,Drugs Made In America Acquisition Corp. - Ordinary Shares,us,NASDAQ
DMAAR,Drugs Made In America Acquisition Corp. - Rights,us,NASDAQ
DMAAU,Drugs Made In America Acquisition Corp. - Units,us,NASDAQ
DMAC,DiaMedica Therapeutics Inc. - Common Stock,us,NASDAQ
DMII,Drugs Made In America Acquisition II Corp. - Ordinary Shares,us,NASDAQ
DMIIR,Drugs Made In America Acquisition II Corp. - Right,us,NASDAQ
DMIIU,Drugs Made In America Acquisition II Corp. - Unit,us,NASDAQ
DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",us,NASDAQ
DMRA,"Damora Therapeutics, Inc. - Common Stock",us,NASDAQ
DMRC,Digimarc Corporation - Common Stock,us,NASDAQ
DMXF,iShares ESG Advanced MSCI EAFE ETF,us,NASDAQ
DNLI,Denali Therapeutics Inc. - Common Stock,us,NASDAQ
DNMX,Dynamix Corporation III - Class A Ordinary Shares,us,NASDAQ
DNMXU,Dynamix Corporation III - Unit,us,NASDAQ
DNMXW,Dynamix Corporation III - Warrants,us,NASDAQ
DNNG,Leverage Shares 2x Long DNN Daily ETF,us,NASDAQ
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",us,NASDAQ
DNUT,"Krispy Kreme, Inc. - Common Stock",us,NASDAQ
DOCU,"DocuSign, Inc. - Common Stock",us,NASDAQ
DOGZ,Dogness (International) Corporation - Class A Common Stock,us,NASDAQ
DOMH,Dominari Holdings Inc. - Common Stock,us,NASDAQ
DOMO,"Domo, Inc. - Class B Common Stock",us,NASDAQ
DOO,BRP Inc. - Common Subordinate Voting Shares,us,NASDAQ
DORM,"Dorman Products, Inc. - Common Stock",us,NASDAQ
DOX,Amdocs Limited - Ordinary Shares,us,NASDAQ
DOYU,DouYu International Holdings Limited - American Depositary Shares,us,NASDAQ
DPRO,Draganfly Inc. - Common Shares,us,NASDAQ
DPZ,Domino's Pizza Inc - Common Stock,us,NASDAQ
DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",us,NASDAQ
DRDB,Roman DBDR Acquisition Corp. II - Ordinary shares,us,NASDAQ
DRDBU,Roman DBDR Acquisition Corp. II - Unit,us,NASDAQ
DRDBW,Roman DBDR Acquisition Corp. II - Warrants,us,NASDAQ
DRH,Diamondrock Hospitality Company - Common Stock,us,NASDAQ
DRIO,DarioHealth Corp. - Common Stock,us,NASDAQ
DRIV,Global X Autonomous & Electric Vehicles ETF,us,NASDAQ
DRMA,"Dermata Therapeutics, Inc. - Common Stock",us,NASDAQ
DRMAW,"Dermata Therapeutics, Inc. - Warrant",us,NASDAQ
DRNZ,REX Drone ETF,us,NASDAQ
DRS,"Leonardo DRS, Inc. - Common Stock",us,NASDAQ
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,us,NASDAQ
DRTSW,Alpha Tau Medical Ltd. - Warrant,us,NASDAQ
DRUG,Bright Minds Biosciences Inc. - common stock,us,NASDAQ
DRVN,Driven Brands Holdings Inc. - Common Stock,us,NASDAQ
DSAC,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,us,NASDAQ
DSACU,Daedalus Special Acquisition Corp. - Unit,us,NASDAQ
DSACW,Daedalus Special Acquisition Corp. - Warrant,us,NASDAQ
DSC,DSC Holdings Ltd. - American Depositary Shares,us,NASDAQ
DSGN,"Design Therapeutics, Inc. - Common Stock",us,NASDAQ
DSGR,"Distribution Solutions Group, Inc. - Common Stock",us,NASDAQ
DSGX,The Descartes Systems Group Inc. - Common Stock,us,NASDAQ
DSP,Viant Technology Inc. - common stock,us,NASDAQ
DSWL,"Deswell Industries, Inc. - Common Shares",us,NASDAQ
DSY,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,us,NASDAQ
DSYWW,Big Tree Cloud Holdings Limited - Warrants,us,NASDAQ
DTCR,Global X Data Center & Digital Infrastructure ETF,us,NASDAQ
DTCX,"Datacentrex, Inc. - Common Stock",us,NASDAQ
DTI,Drilling Tools International Corporation  - Common Stock,us,NASDAQ
DTIL,"Precision BioSciences, Inc. - Common Stock",us,NASDAQ
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,us,NASDAQ
DTSQR,DT Cloud Star Acquisition Corporation - Right,us,NASDAQ
DTSQU,DT Cloud Star Acquisition Corporation - Units,us,NASDAQ
DTSS,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,us,NASDAQ
DTST,Data Storage Corporation - Common Stock,us,NASDAQ
DUKH,Ocean Park High Income ETF,us,NASDAQ
DUKR,DUKE Robotics Corp. - Common Stock,us,NASDAQ
DUKRW,DUKE Robotics Corp. - Warrant,us,NASDAQ
DUKX,Ocean Park International ETF,us,NASDAQ
DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,us,NASDAQ
DUOG,Leverage Shares 2X Long DUOL Daily ETF,us,NASDAQ
DUOL,"Duolingo, Inc. - Class A Common Stock",us,NASDAQ
DUOT,"Duos Technologies Group, Inc. - Common Stock",us,NASDAQ
DUSG,U.S. Small Cap Growth Portfolio: ETF Class Shares,us,NASDAQ
DVAL,BrandywineGLOBAL-Dynamic US Large Cap Value ETF,us,NASDAQ
DVGR,DAC 3D Dividend Growth ETF,us,NASDAQ
DVIN,WEBs Industrials XLI Defined Volatility ETF,us,NASDAQ
DVLT,Datavault AI Inc. - Common Stock,us,NASDAQ
DVLU,First Trust Dorsey Wright Momentum & Value ETF,us,NASDAQ
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,us,NASDAQ
DVQQ,WEBs QQQ Defined Volatility ETF,us,NASDAQ
DVRE,WEBs Real Estate XLRE Defined Volatility ETF,us,NASDAQ
DVSP,WEBs SPY Defined Volatility ETF,us,NASDAQ
DVUT,WEBs Utilities XLU Defined Volatility ETF,us,NASDAQ
DVXB,WEBs Materials XLB Defined Volatility ETF,us,NASDAQ
DVXC,WEBs Communication Services XLC Defined Volatility ETF,us,NASDAQ
DVXE,WEBs Energy XLE Defined Volatility ETF,us,NASDAQ
DVXF,WEBs Financial XLF Defined Volatility ETF,us,NASDAQ
DVXK,WEBs Technology XLK Defined Volatility ETF,us,NASDAQ
DVXP,WEBs Consumer Staples XLP Defined Volatility ETF,us,NASDAQ
DVXV,WEBs Health Care XLV Defined Volatility ETF,us,NASDAQ
DVXY,WEBs Consumer Discretionary XLY Defined Volatility ETF,us,NASDAQ
DVY,iShares Select Dividend ETF,us,NASDAQ
DWAS,Invesco Dorsey Wright SmallCap Momentum ETF,us,NASDAQ
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,us,NASDAQ
DWSH,AdvisorShares Dorsey Wright Short ETF,us,NASDAQ
DWSN,Dawson Geophysical Company - Common Stock,us,NASDAQ
DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",us,NASDAQ
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,us,NASDAQ
DXCM,"DexCom, Inc. - Common Stock",us,NASDAQ
DXLG,"Destination XL Group, Inc. - Common Stock",us,NASDAQ
DXPE,"DXP Enterprises, Inc. - Common Stock",us,NASDAQ
DXR,Daxor Corporation - Closed End Fund,us,NASDAQ
DXST,Decent Holding Inc. - Class A Ordinary Shares,us,NASDAQ
DYAI,"Dyadic International, Inc. - Common Stock",us,NASDAQ
DYFI,IDX Dynamic Fixed Income ETF,us,NASDAQ
DYN,"Dyne Therapeutics, Inc. - Common Stock",us,NASDAQ
DYNB,Hartford Dynamic Bond ETF,us,NASDAQ
DYNC,Dynamix Corporation - Class A Ordinary Share,us,NASDAQ
DYNCU,Dynamix Corporation - Unit,us,NASDAQ
DYNCW,Dynamix Corporation - Warrant,us,NASDAQ
DYOR,Insight Digital Partners II - Class A Ordinary Shares,us,NASDAQ
DYORU,Insight Digital Partners II - Units,us,NASDAQ
DYORW,Insight Digital Partners II - Warrants,us,NASDAQ
DYTA,SGI Dynamic Tactical ETF,us,NASDAQ
EA,Electronic Arts Inc. - Common Stock,us,NASDAQ
EART,Global X Rare Earth & Critical Materials ETF,us,NASDAQ
EASY,Liberty One Defensive Dividend Growth ETF,us,NASDAQ
EBAY,eBay Inc. - Common Stock,us,NASDAQ
EBC,"Eastern Bankshares, Inc. - Common Stock",us,NASDAQ
EBI,Longview Advantage ETF,us,NASDAQ
EBIZ,Global X E-commerce ETF,us,NASDAQ
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",us,NASDAQ
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,us,NASDAQ
ECBK,"ECB Bancorp, Inc. - Common Stock",us,NASDAQ
ECHO,EchoStar Corporation - Common stock,us,NASDAQ
ECHX,Leverage Shares 2X Long ECHO Daily ETF,us,NASDAQ
ECOR,"electroCore, Inc. - Common Stock",us,NASDAQ
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,us,NASDAQ
ECPG,Encore Capital Group Inc - Common Stock,us,NASDAQ
ECX,ECARX Holdings Inc. - Class A Ordinary shares,us,NASDAQ
ECXWW,ECARX Holdings Inc. - Warrants,us,NASDAQ
EDBL,Edible Garden AG Incorporated - Common Stock,us,NASDAQ
EDBLW,Edible Garden AG Incorporated - Warrant,us,NASDAQ
EDHL,Everbright Digital Holding Limited - Ordinary Shares,us,NASDAQ
EDIT,"Editas Medicine, Inc. - Common Stock",us,NASDAQ
EDRY,EuroDry Ltd. - Common Shares,us,NASDAQ
EDSA,"Edesa Biotech, Inc. - Common Shares",us,NASDAQ
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,us,NASDAQ
EDUC,Educational Development Corporation - Common Stock,us,NASDAQ
EEE,CYBER HORNET S&P 500 and Ethereum 75/25 Strategy ETF,us,NASDAQ
EEFT,"Euronet Worldwide, Inc. - Common Stock",us,NASDAQ
EEIQ,EpicQuest Education Group International Limited - Common Stock,us,NASDAQ
EEMA,iShares MSCI Emerging Markets Asia ETF,us,NASDAQ
EFAS,Global X MSCI SuperDividend EAFE ETF,us,NASDAQ
EFOI,"Energy Focus, Inc. - Common Stock",us,NASDAQ
EFRA,iShares Environmental Infrastructure and Industrials ETF,us,NASDAQ
EFSC,Enterprise Financial Services Corporation - Common Stock,us,NASDAQ
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",us,NASDAQ
EFSI,Eagle Financial Services Inc - Common Stock,us,NASDAQ
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",us,NASDAQ
EGAN,eGain Corporation - Common Stock,us,NASDAQ
EGBN,"Eagle Bancorp, Inc. - Common Stock",us,NASDAQ
EGGQ,NestYield Visionary ETF,us,NASDAQ
EGHA,EGH Acquisition Corp. - Class A ordinary shares,us,NASDAQ
EGHAR,EGH Acquisition Corp. - rights,us,NASDAQ
EGHAU,EGH Acquisition Corp. - Unit,us,NASDAQ
EGHT,8x8 Inc - Common stock,us,NASDAQ
EH,EHang Holdings Limited - ADS,us,NASDAQ
EHGO,Eshallgo Inc. - Class A Ordinary Shares,us,NASDAQ
EHLD,Euroholdings Ltd. - Common Stock,us,NASDAQ
EHLS,Even Herd Long Short ETF,us,NASDAQ
EHTH,"eHealth, Inc. - Common Stock",us,NASDAQ
EIKN,"Eikon Therapeutics, Inc. - Common Stock",us,NASDAQ
EJH,E-Home Household Service Holdings Limited - Ordinary shares,us,NASDAQ
EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,us,NASDAQ
ELAB,PMGC Holdings Inc. - Common Stock,us,NASDAQ
ELBM,Electra Battery Materials Corporation - Common Stock,us,NASDAQ
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",us,NASDAQ
ELE,Elemental Royalty Corporation - Common Stock,us,NASDAQ
ELFY,ALPS Electrification Infrastructure ETF,us,NASDAQ
ELIL,Direxion Daily LLY Bull 2X ETF,us,NASDAQ
ELMT,The Elmet Group Co. - Common Stock,us,NASDAQ
ELOG,Eastern International Ltd. - Ordinary Shares,us,NASDAQ
ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",us,NASDAQ
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,us,NASDAQ
ELSE,"Electro-Sensors, Inc. - Common Stock",us,NASDAQ
ELTK,Eltek Ltd. - Ordinary Shares,us,NASDAQ
ELTX,"Elicio Therapeutics, Inc. - Common Stock",us,NASDAQ
ELUT,"Elutia, Inc. - Class A Common Stock",us,NASDAQ
ELVA,Electrovaya Inc. - Common Shares,us,NASDAQ
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",us,NASDAQ
ELVR,Elevra Lithium Limited - American Depository Shares,us,NASDAQ
ELWT,"Elauwit Connection, Inc. - Common Stock",us,NASDAQ
EMAT,Evolution Metals & Technologies Corp. - Common Stock,us,NASDAQ
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,us,NASDAQ
EMBC,Embecta Corp. - Common Stock,us,NASDAQ
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,us,NASDAQ
EMEM,Sophus Capital Emerging Market ETF,us,NASDAQ
EMEQ,Nomura Focused Emerging Markets Equity ETF,us,NASDAQ
EMIF,iShares Emerging Markets Infrastructure ETF,us,NASDAQ
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,us,NASDAQ
EMISR,Emmis Acquisition Corp. - Rights,us,NASDAQ
EML,Eastern Company (The) - Common Stock,us,NASDAQ
EMPD,Empery Digital Inc. - Common stock,us,NASDAQ
EMPG,Empro Group Inc. - Ordinary shares,us,NASDAQ
EMSC,Sophus Capital Emerging Market Small Cap ETF,us,NASDAQ
EMXC,iShares MSCI Emerging Markets ex China ETF,us,NASDAQ
EMXF,iShares ESG Advanced MSCI EM ETF,us,NASDAQ
ENDW,Cambria Endowment Style ETF,us,NASDAQ
ENGN,enGene Therapeutics Inc. - Common Stock,us,NASDAQ
ENGNW,enGene Therapeutics Inc. - Warrants,us,NASDAQ
ENGS,Energys Group Limited - Ordinary Shares,us,NASDAQ
ENHI,iShares Enhanced International Active ETF,us,NASDAQ
ENHU,iShares Enhanced Large Cap Core Active ETF,us,NASDAQ
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,us,NASDAQ
ENLV,Enlivex Ltd. - Ordinary Shares,us,NASDAQ
ENPH,"Enphase Energy, Inc. - Common Stock",us,NASDAQ
ENRD,Einride AB - American Depositary Shares,us,NASDAQ
ENRDW,Einride AB - Warrants,us,NASDAQ
ENSC,"Ensysce Biosciences, Inc. - Common Stock",us,NASDAQ
ENSG,"The Ensign Group, Inc. - Common Stock",us,NASDAQ
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",us,NASDAQ
ENTG,"Entegris, Inc. - Common Stock",us,NASDAQ
ENTX,Entera Bio Ltd. - Ordinary Shares,us,NASDAQ
ENVB,"Enveric Biosciences, Inc.  - Common Stock",us,NASDAQ
ENVX,Enovix Corporation - Common Stock,us,NASDAQ
ENZL,iShares MSCI New Zealand ETF,us,NASDAQ
EOLS,"Evolus, Inc. - Common Stock",us,NASDAQ
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",us,NASDAQ
EOSER,"Eos Energy Enterprises, Inc. - Right",us,NASDAQ
EPOW,E-Power Inc. - Class A Ordinary Shares,us,NASDAQ
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,us,NASDAQ
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,us,NASDAQ
EPSN,Epsilon Energy Ltd. - Common Shares,us,NASDAQ
EQ,"Equillium, Inc. - Common Stock",us,NASDAQ
EQIX,"Equinix, Inc. - Common Stock",us,NASDAQ
EQPT,EquipmentShare.com Inc - Class A Common Stock,us,NASDAQ
EQRR,ProShares Equities for Rising Rates ETF,us,NASDAQ
ERAS,"Erasca, Inc. - Common Stock",us,NASDAQ
ERET,iShares Environmentally Aware Real Estate ETF,us,NASDAQ
ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,us,NASDAQ
ERIE,Erie Indemnity Company - Class A Common Stock,us,NASDAQ
ERII,"Energy Recovery, Inc. - Common Stock",us,NASDAQ
ERNA,Ernexa Therapeutics Inc. - Common Stock,us,NASDAQ
ERNAW,Ernexa Therapeutics Inc. - Warrants,us,NASDAQ
ESCA,"Escalade, Incorporated - Common Stock",us,NASDAQ
ESEA,Euroseas Ltd. - Common Stock,us,NASDAQ
ESGD,iShares ESG Aware MSCI EAFE ETF,us,NASDAQ
ESGE,iShares ESG Aware MSCI EM ETF,us,NASDAQ
ESGU,iShares ESG Aware MSCI USA ETF,us,NASDAQ
ESLA,"Estrella Immunopharma, Inc. - Common Stock",us,NASDAQ
ESLAW,"Estrella Immunopharma, Inc. - Warrant",us,NASDAQ
ESLT,Elbit Systems Ltd. - Ordinary Shares,us,NASDAQ
ESMV,iShares ESG Optimized MSCI USA Min Vol Factor ETF,us,NASDAQ
ESN,Essential 40 Stock ETF,us,NASDAQ
ESOA,Energy Services of America Corporation - Common Stock,us,NASDAQ
ESPO,VanEck Video Gaming and eSports ETF,us,NASDAQ
ESPR,"Esperion Therapeutics, Inc. - Common Stock",us,NASDAQ
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",us,NASDAQ
ESTA,Establishment Labs Holdings Inc. - Common Shares,us,NASDAQ
ETEC,iShares Breakthrough Environmental Solutions ETF,us,NASDAQ
ETHA,iShares Ethereum Trust ETF,us,NASDAQ
ETHB,iShares Staked Ethereum Trust ETF,us,NASDAQ
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",us,NASDAQ
ETOR,eToro Group Ltd. - Class A Common Shares,us,NASDAQ
ETS,Elite Express Holding Inc. - Class A Common Stock,us,NASDAQ
EU,enCore Energy Corp. - Common Stock,us,NASDAQ
EUDA,Euda Health Holdings Limited - Ordinary Shares,us,NASDAQ
EUDAW,Euda Health Holdings Limited - Warrant,us,NASDAQ
EUFN,iShares MSCI Europe Financials ETF,us,NASDAQ
EURK,Eureka Acquisition Corp - Class A Ordinary Share,us,NASDAQ
EURKR,Eureka Acquisition Corp - Right,us,NASDAQ
EURKU,Eureka Acquisition Corp - Unit,us,NASDAQ
EVAX,Evaxion A/S - American Depositary Share,us,NASDAQ
EVCM,EverCommerce Inc. - Common Stock,us,NASDAQ
EVER,"EverQuote, Inc. - Class A Common Stock",us,NASDAQ
EVGN,Evogene Ltd. - Ordinary Shares,us,NASDAQ
EVGO,EVgo Inc. - Common Stock,us,NASDAQ
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",us,NASDAQ
EVLVW,"Evolv Technologies Holdings, Inc. - Warrant",us,NASDAQ
EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,us,NASDAQ
EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,us,NASDAQ
EVOX,Evolution Global Acquisition Corp - Class A Ordinary Shares,us,NASDAQ
EVOXU,Evolution Global Acquisition Corp - Units,us,NASDAQ
EVOXW,Evolution Global Acquisition Corp - Warrants,us,NASDAQ
EVPF,Eaton Vance Preferred Securities and Income ETF,us,NASDAQ
EVRG,"Evergy, Inc. - Common Stock",us,NASDAQ
EVSD,Eaton Vance Short Duration Income ETF,us,NASDAQ
EVTV,"Azio AI Holdings, Inc. - Common stock",us,NASDAQ
EVYM,Eaton Vance High Income Municipal ETF,us,NASDAQ
EWBC,"East West Bancorp, Inc. - Common Stock",us,NASDAQ
EWJV,iShares MSCI Japan Value ETF,us,NASDAQ
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",us,NASDAQ
EWZS,iShares MSCI Brazil Small-Cap ETF,us,NASDAQ
EXC,Exelon Corporation - Common Stock,us,NASDAQ
EXE,Expand Energy Corporation - Common Stock,us,NASDAQ
EXEL,"Exelixis, Inc. - Common Stock",us,NASDAQ
EXFY,"Expensify, Inc. - Class A Common Stock",us,NASDAQ
EXLS,"ExlService Holdings, Inc. - Common Stock",us,NASDAQ
EXOZ,eXoZymes Inc. - Common Stock,us,NASDAQ
EXPE,"Expedia Group, Inc. - Common Stock",us,NASDAQ
EXPO,"Exponent, Inc. - Common Stock",us,NASDAQ
EXTR,"Extreme Networks, Inc. - Common Stock",us,NASDAQ
EXUS,Nomura Focused International Core ETF,us,NASDAQ
EXYN,"Exyn Technologies, Inc. - Common Stock",us,NASDAQ
EXYNW,"Exyn Technologies, Inc. - Warrant",us,NASDAQ
EYE,"National Vision Holdings, Inc. - Common Stock",us,NASDAQ
EYEG,AB Corporate Bond ETF,us,NASDAQ
EYPT,"EyePoint, Inc. - Common Stock",us,NASDAQ
EZGO,EZGO Technologies Ltd. - Ordinary Shares,us,NASDAQ
EZMO,AlphaDroid Broad Markets Momentum ETF,us,NASDAQ
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",us,NASDAQ
EZRA,"Reliance Global Group, Inc. - Common Stock",us,NASDAQ
EZRO,AlphaDroid Defensive Sector Rotation ETF,us,NASDAQ
FA,First Advantage Corporation - Common Stock,us,NASDAQ
FAAA,Fidelity AAA CLO ETF,us,NASDAQ
FAAR,First Trust Alternative Absolute Return Strategy ETF,us,NASDAQ
FAB,First Trust Multi Cap Value AlphaDEX Fund,us,NASDAQ
FABC,"Fabric.AI, Inc. - Common Stock",us,NASDAQ
FAC,Factorial Energy Inc. - Class A Common Stock,us,NASDAQ
FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,us,NASDAQ
FACTU,FACT II Acquisition Corp. - Unit,us,NASDAQ
FACTW,FACT II Acquisition Corp. - Warrant,us,NASDAQ
FACWW,Factorial Energy Inc. - Warrant,us,NASDAQ
FAD,First Trust Multi Cap Growth AlphaDEX Fund,us,NASDAQ
FALN,iShares Fallen Angels USD Bond ETF,us,NASDAQ
FAMI,"Farmmi, Inc. - Class A Ordinary Shares",us,NASDAQ
FANG,"Diamondback Energy, Inc. - Common Stock",us,NASDAQ
FAST,Fastenal Company - Common Stock,us,NASDAQ
FATE,"Fate Therapeutics, Inc. - Common Stock",us,NASDAQ
FATN,"FatPipe, Inc. - common stock",us,NASDAQ
FBGL,FBS Global Limited - Ordinary Shares,us,NASDAQ
FBIO,"Fortress Biotech, Inc. - Common Stock",us,NASDAQ
FBIOP,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",us,NASDAQ
FBIZ,"First Business Financial Services, Inc. - Common Stock",us,NASDAQ
FBL,GraniteShares 2x Long META Daily ETF,us,NASDAQ
FBLA,"FB Bancorp, Inc. - Common Stock",us,NASDAQ
FBLG,"FibroBiologics, Inc. - Common Stock",us,NASDAQ
FBNC,First Bancorp - Common Stock,us,NASDAQ
FBOT,Fidelity Disruptive Automation ETF,us,NASDAQ
FBRX,"Forte Biosciences, Inc.  - Common Stock",us,NASDAQ
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",us,NASDAQ
FBYDP,"Falcon's Beyond Global, Inc. - 11% Series B Cumulative Convertible Preferred Stock",us,NASDAQ
FBYDW,"Falcon's Beyond Global, Inc. - Warrants",us,NASDAQ
FBYY,GraniteShares YieldBOOST META ETF,us,NASDAQ
FCA,First Trust China AlphaDEX Fund,us,NASDAQ
FCAL,First Trust California Municipal High income ETF,us,NASDAQ
FCAP,"First Capital, Inc. - Common Stock",us,NASDAQ
FCBC,"First Community Bankshares, Inc. - Common Stock",us,NASDAQ
FCCO,First Community Corporation - Common Stock,us,NASDAQ
FCEF,First Trust Income Opportunities ETF,us,NASDAQ
FCEL,"FuelCell Energy, Inc. - Common Stock",us,NASDAQ
FCFS,"FirstCash Holdings, Inc. - Common Stock",us,NASDAQ
FCHL,Fitness Champs Holdings Limited - Ordinary Shares,us,NASDAQ
FCLO,Fidelity CLO ETF,us,NASDAQ
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",us,NASDAQ
FCNCN,"First Citizens BancShares, Inc. - Depositary Shares, each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock, Series E",us,NASDAQ
FCNCO,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",us,NASDAQ
FCNCP,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",us,NASDAQ
FCTE,SMI 3Fourteen Full-Cycle Trend ETF,us,NASDAQ
FCUV,Focus Universal Inc. - Common Stock,us,NASDAQ
FCVT,First Trust SSI Strategic Convertible Securities ETF,us,NASDAQ
FCXG,Leverage Shares 2x Long FCX Daily ETF,us,NASDAQ
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",us,NASDAQ
FDCF,Fidelity Disruptive Communications ETF,us,NASDAQ
FDFF,Fidelity Disruptive Finance ETF,us,NASDAQ
FDIF,Fidelity Disruptors ETF,us,NASDAQ
FDIG,Fidelity Crypto Industry and Digital Payments ETF,us,NASDAQ
FDIQ,Invesco Bloomberg Financial Data Providers ETF,us,NASDAQ
FDIV,MarketDesk Focused U.S. Dividend ETF,us,NASDAQ
FDMMU,Freedom Metals Acquisition Corp. - Units,us,NASDAQ
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",us,NASDAQ
FDNI,First Trust Dow Jones International Internet ETF,us,NASDAQ
FDRS,Founder-Led ETF,us,NASDAQ
FDRX,Founder-Led 2X Daily ETF,us,NASDAQ
FDSB,"Fifth District Bancorp, Inc. - Common Stock",us,NASDAQ
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,us,NASDAQ
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,us,NASDAQ
FDTX,Fidelity Disruptive Technology ETF,us,NASDAQ
FDUS,Fidus Investment Corporation - Closed End Fund,us,NASDAQ
FEAM,"5E Advanced Materials, Inc. - Common Stock",us,NASDAQ
FEBO,Fenbo Holdings Limited - Class A Ordinary Shares,us,NASDAQ
FEED,"ENvue Medical, Inc. - Common Stock",us,NASDAQ
FEIM,"Frequency Electronics, Inc. - Common Stock",us,NASDAQ
